37.7166, 380.9614, 252.6135, 34.0766, 264.0585, 318.8169, 125.4834, 93.8047, 29.7376, 261.6296, 248.4068, 250.1075, 275.2811, 250.8649, 274.3136, 133.1549, 252.2736, 171.1511, 275.557, 241.6811, 270.3331, 166.0055, 319.6184, 0, 283.6789, 261.7334, 163.6157, 130.7632, 351.0145, 296.9987, 69.1002, 43.596, 235.258, 322.6737, 260.3048
303.7617, 87.2772, 499.7844, 286.2303, 158.761, 55.9476, 185.1257, 250.2392, 260.2433, 205.3588, 188.1879, 189.8886, 218.2635, 186.1137, 218.0429, 215.6636, 139.7253, 165.7856, 84.4207, 93.8879, 62.4733, 130.9111, 110.1573, 284.2879, 0, 194.6489, 208.2737, 235.8781, 57.8472, 91.5665, 222.6895, 279.1914, 148.998, 86.9976, 137.8263
288.0099, 189.3865, 491.6227, 273.0858, 48.3924, 184.5559, 255.5103, 282.8755, 232.0486, 50.8014, 41.7766, 39.0258, 38.2019, 38.8326, 57.8894, 307.0872, 69.8956, 94.0271, 118.122, 284.6812, 223.0611, 192.1677, 106.7789, 261.7725, 195.1839, 0, 130.0368, 315.8902, 223.0897, 137.3243, 255.3258, 228.9697, 52.1604, 129.1837, 60.2724
188.5234, 265.3845, 410.4119, 197.6961, 135.0911, 203.24, 238.4381, 265.8033, 159.4625, 77.5216, 79.799, 81.4997, 92.5172, 85.3292, 91.5497, 290.0151, 123.3061, 62.2688, 151.1548, 267.609, 235.5078, 175.0956, 190.651, 163.607, 207.6306, 129.8883, 0, 298.818, 235.4375, 180.6587, 189.9482, 120.0533, 106.2905, 211.2631, 131.3374
146.4174, 314.0255, 314.3946, 123.2266, 305.783, 317.4467, 58.9501, 48.4763, 136.5687, 315.4372, 302.2144, 303.9151, 329.0887, 304.6726, 328.1213, 32.9327, 286.7473, 244.8463, 274.1869, 185.4961, 214.1481, 140.5697, 329.1478, 129.6671, 235.4183, 315.541, 280.9455, 0, 284.5955, 295.6285, 109.4347, 165.4693, 287.3363, 321.3036, 284.8484
371.0593, 48.0991, 567.082, 353.5279, 186.4288, 71.3595, 234.5776, 317.5368, 331.2381, 233.0266, 215.8557, 217.5563, 245.9313, 213.7815, 245.7107, 265.1155, 167.393, 193.2166, 112.0885, 125.2927, 89.3451, 213.587, 125.5692, 351.5855, 58.6289, 222.3167, 235.7047, 285.3299, 0, 106.9784, 289.9871, 328.1592, 176.6658, 102.4094, 165.4941
316.8452, 117.9884, 512.868, 299.3139, 88.4845, 40.6358, 235.9576, 263.3228, 280.6889, 147.8509, 130.68, 132.3806, 160.7556, 128.6058, 160.535, 281.7421, 69.4488, 142.6674, 45.3912, 149.9201, 118.5054, 159.373, 40.5861, 297.3715, 92.0729, 137.141, 181.3577, 296.3375, 107.2567, 0, 235.7731, 277.61, 91.4901, 50.4454, 67.5499
90.7817, 319.3388, 286.8044, 73.2503, 245.5305, 257.1942, 63.8608, 69.0474, 39.3521, 255.1847, 241.9619, 243.6626, 268.8362, 244.4201, 267.8688, 111.9599, 226.4948, 139.8321, 213.9344, 180.0585, 208.7105, 104.3829, 268.8953, 69.076, 222.0563, 255.2885, 190.4963, 109.5316, 289.3918, 235.376, 0, 66.473, 227.0838, 261.0511, 224.5959
70.4393, 358.2267, 292.3278, 77.6422, 231.5316, 296.0821, 123.6168, 125.1249, 39.4086, 229.1027, 215.8799, 217.5806, 242.7542, 218.338, 241.7867, 168.0374, 219.7467, 138.6242, 247.5953, 240.3532, 269.0053, 160.988, 287.0915, 43.5531, 278.6614, 229.2064, 120.0191, 165.6091, 328.2797, 277.0992, 66.4637, 0, 202.7311, 307.7036, 227.7779
261.4109, 194.2562, 465.0236, 246.4868, 31.3587, 138.4931, 226.4041, 253.7692, 205.4495, 77.3315, 60.1605, 61.8612, 76.3876, 58.0864, 90.0156, 277.981, 35.6611, 67.4281, 72.0592, 208.4129, 176.9982, 159.36, 111.6486, 235.1735, 149.121, 52.2213, 106.1184, 286.7839, 177.0268, 92.086, 226.2195, 202.3707, 0, 122.6904, 43.6923
342.621, 81.2791, 538.6437, 325.0896, 98.6216, 36.0669, 261.7334, 289.0985, 311.3014, 178.4634, 161.2924, 162.9931, 166.3784, 159.2183, 198.653, 307.5178, 100.0613, 173.2799, 77.3172, 172.2149, 140.8002, 185.1487, 23.1591, 323.1472, 87.504, 129.5646, 211.9702, 322.1132, 102.6878, 50.428, 261.5488, 308.2225, 122.1025, 0, 92.0723
286.2496, 151.9097, 489.8623, 271.3255, 22.8696, 107.8123, 224.6965, 252.0617, 230.2882, 128.868, 76.2292, 78.5363, 84.1231, 70.6692, 141.5521, 270.481, 10.2365, 92.2668, 61.0882, 197.4419, 166.0273, 148.1119, 69.3022, 260.0122, 138.1501, 59.9567, 130.9571, 285.0764, 166.0559, 67.6039, 224.512, 227.2093, 44.5399, 91.7069, 0
